model_name	token_idx	token	token_category
EleutherAI/pythia-70m	353	▁M	Z
EleutherAI/pythia-70m	354	▁pro	LATIN
EleutherAI/pythia-70m	355	▁al	LATIN
EleutherAI/pythia-70m	356	ag	LATIN
EleutherAI/pythia-70m	357	ab	LATIN
EleutherAI/pythia-70m	358	em	LATIN
EleutherAI/pythia-70m	359	▁we	LATIN
EleutherAI/pythia-70m	360	um	LATIN
EleutherAI/pythia-70m	361	00	N
EleutherAI/pythia-70m	362	▁v	Z
EleutherAI/pythia-70m	363	ri	LATIN
EleutherAI/pythia-70m	364	▁wh	LATIN
EleutherAI/pythia-70m	365	pe	LATIN
EleutherAI/pythia-70m	366	ate	LATIN
EleutherAI/pythia-70m	367	▁P	Z
EleutherAI/pythia-70m	368	▁you	LATIN
EleutherAI/pythia-70m	369	▁was	LATIN
EleutherAI/pythia-70m	370	▁$	Z
EleutherAI/pythia-70m	371	qu	LATIN
EleutherAI/pythia-70m	372	▁de	LATIN
EleutherAI/pythia-70m	373	res	LATIN
EleutherAI/pythia-70m	374	▁2	Z
EleutherAI/pythia-70m	375	os	LATIN
EleutherAI/pythia-70m	376	ra	LATIN
EleutherAI/pythia-70m	377	pp	LATIN
EleutherAI/pythia-70m	378	▁B	Z
EleutherAI/pythia-70m	379	her	LATIN
EleutherAI/pythia-70m	380	▁The	LATIN
EleutherAI/pythia-70m	381	==	S
EleutherAI/pythia-70m	382	ist	LATIN
EleutherAI/pythia-70m	383	est	LATIN
EleutherAI/pythia-70m	384	ht	LATIN
EleutherAI/pythia-70m	385	▁ex	LATIN
EleutherAI/pythia-70m	386	ant	LATIN
EleutherAI/pythia-70m	387	▁at	LATIN
EleutherAI/pythia-70m	388	▁H	Z
EleutherAI/pythia-70m	389	▁com	LATIN
EleutherAI/pythia-70m	390	▁or	LATIN
EleutherAI/pythia-70m	391	▁r	Z
EleutherAI/pythia-70m	392	ld	LATIN
EleutherAI/pythia-70m	393	▁\	Z
EleutherAI/pythia-70m	394	th	LATIN
EleutherAI/pythia-70m	395	and	LATIN
EleutherAI/pythia-70m	396	▁se	LATIN
EleutherAI/pythia-70m	397	--------	P
EleutherAI/pythia-70m	398	ers	LATIN
EleutherAI/pythia-70m	399	▁D	Z
EleutherAI/pythia-70m	400	iv	LATIN
EleutherAI/pythia-70m	401	▁F	Z
EleutherAI/pythia-70m	402	▁su	LATIN
EleutherAI/pythia-70m	403	▁are	LATIN
EleutherAI/pythia-70m	404	ain	LATIN
EleutherAI/pythia-70m	405	ess	LATIN
EleutherAI/pythia-70m	406	oc	LATIN
EleutherAI/pythia-70m	407	▁by	LATIN
EleutherAI/pythia-70m	408	ill	LATIN
EleutherAI/pythia-70m	409	rom	LATIN
EleutherAI/pythia-70m	410	ore	LATIN
EleutherAI/pythia-70m	411	▁W	Z
EleutherAI/pythia-70m	412	op	LATIN
EleutherAI/pythia-70m	413	ke	LATIN
EleutherAI/pythia-70m	414	ity	LATIN
EleutherAI/pythia-70m	415	oun	LATIN
EleutherAI/pythia-70m	416	▁R	Z
EleutherAI/pythia-70m	417	▁not	LATIN
EleutherAI/pythia-70m	418	▁L	Z
EleutherAI/pythia-70m	419	▁ha	LATIN
EleutherAI/pythia-70m	420	ment	LATIN
EleutherAI/pythia-70m	421	ction	LATIN
EleutherAI/pythia-70m	422	ive	LATIN
EleutherAI/pythia-70m	423	end	LATIN
EleutherAI/pythia-70m	424	**	P
EleutherAI/pythia-70m	425	▁ne	LATIN
EleutherAI/pythia-70m	426	▁=	Z
EleutherAI/pythia-70m	427	▁N	Z
EleutherAI/pythia-70m	428	▁-	Z
EleutherAI/pythia-70m	429	ight	LATIN
EleutherAI/pythia-70m	430	ort	LATIN
EleutherAI/pythia-70m	431	pt	LATIN
EleutherAI/pythia-70m	432	▁from	LATIN
EleutherAI/pythia-70m	433	red	LATIN
EleutherAI/pythia-70m	434	's	P
EleutherAI/pythia-70m	435	art	LATIN
EleutherAI/pythia-70m	436	▁this	LATIN
EleutherAI/pythia-70m	437	ell	LATIN
EleutherAI/pythia-70m	438	ud	LATIN
EleutherAI/pythia-70m	439	▁sh	LATIN
EleutherAI/pythia-70m	440	▁un	LATIN
EleutherAI/pythia-70m	441	▁us	LATIN
EleutherAI/pythia-70m	442	te	LATIN
EleutherAI/pythia-70m	443	▁G	Z
EleutherAI/pythia-70m	444	▁E	Z
EleutherAI/pythia-70m	445	ren	LATIN
EleutherAI/pythia-70m	446	pl	LATIN
EleutherAI/pythia-70m	447	ies	LATIN
EleutherAI/pythia-70m	448	▁ch	LATIN
EleutherAI/pythia-70m	449	"."""	P
EleutherAI/pythia-70m	450	ould	LATIN
EleutherAI/pythia-70m	451	ial	LATIN
EleutherAI/pythia-70m	452	▁have	LATIN
EleutherAI/pythia-70m	453	fe	LATIN
EleutherAI/pythia-70m	454	our	LATIN
EleutherAI/pythia-70m	455	all	LATIN
EleutherAI/pythia-70m	456	ated	LATIN
EleutherAI/pythia-70m	457	’	P
EleutherAI/pythia-70m	458	▁le	LATIN
EleutherAI/pythia-70m	459	ure	LATIN
EleutherAI/pythia-70m	460	ine	LATIN
EleutherAI/pythia-70m	461	ust	LATIN
EleutherAI/pythia-70m	462	og	LATIN
EleutherAI/pythia-70m	463	ge	LATIN
EleutherAI/pythia-70m	464	{\	P
EleutherAI/pythia-70m	465	▁k	Z
EleutherAI/pythia-70m	466	ie	LATIN
EleutherAI/pythia-70m	467	▁▁▁▁▁▁▁	Z
EleutherAI/pythia-70m	468	per	LATIN
EleutherAI/pythia-70m	469	ich	LATIN
EleutherAI/pythia-70m	470	▁0	Z
EleutherAI/pythia-70m	471	ack	LATIN
EleutherAI/pythia-70m	472	ard	LATIN
EleutherAI/pythia-70m	473	▁O	Z
EleutherAI/pythia-70m	474	ical	LATIN
EleutherAI/pythia-70m	475	▁*	Z
EleutherAI/pythia-70m	476	▁can	LATIN
EleutherAI/pythia-70m	477	\n▁▁▁	Z
EleutherAI/pythia-70m	478	iz	LATIN
EleutherAI/pythia-70m	479	▁me	LATIN
EleutherAI/pythia-70m	480	▁j	Z
EleutherAI/pythia-70m	481	).	P
EleutherAI/pythia-70m	482	ame	LATIN
EleutherAI/pythia-70m	483	out	LATIN
EleutherAI/pythia-70m	484	up	LATIN
EleutherAI/pythia-70m	485	ome	LATIN
EleutherAI/pythia-70m	486	age	LATIN
EleutherAI/pythia-70m	487	ib	LATIN
EleutherAI/pythia-70m	488	▁whe	LATIN
EleutherAI/pythia-70m	489	ue	LATIN
EleutherAI/pythia-70m	490	▁ab	LATIN
EleutherAI/pythia-70m	491	der	LATIN
EleutherAI/pythia-70m	492	▁tr	LATIN
EleutherAI/pythia-70m	493	ost	LATIN
EleutherAI/pythia-70m	494	able	LATIN
EleutherAI/pythia-70m	495	▁3	Z
EleutherAI/pythia-70m	496	▁In	LATIN
EleutherAI/pythia-70m	497	▁were	LATIN
EleutherAI/pythia-70m	498	cl	LATIN
EleutherAI/pythia-70m	499	▁pl	LATIN
EleutherAI/pythia-70m	500	▁J	Z
EleutherAI/pythia-70m	501	▁res	LATIN
EleutherAI/pythia-70m	502	▁cl	LATIN
EleutherAI/pythia-70m	503	ult	LATIN
EleutherAI/pythia-70m	504	ide	LATIN
EleutherAI/pythia-70m	505	ast	LATIN
EleutherAI/pythia-70m	506	ath	LATIN
EleutherAI/pythia-70m	507	ans	LATIN
EleutherAI/pythia-70m	508	ther	LATIN
EleutherAI/pythia-70m	509	▁comp	LATIN
EleutherAI/pythia-70m	510	The	LATIN
EleutherAI/pythia-70m	511	ase	LATIN
EleutherAI/pythia-70m	512	▁all	LATIN
EleutherAI/pythia-70m	513	▁do	LATIN
EleutherAI/pythia-70m	514	act	LATIN
EleutherAI/pythia-70m	515	ass	LATIN
EleutherAI/pythia-70m	516	▁im	LATIN
EleutherAI/pythia-70m	517	ound	LATIN
EleutherAI/pythia-70m	518	ak	LATIN
EleutherAI/pythia-70m	519	▁ad	LATIN
EleutherAI/pythia-70m	520	01	N
EleutherAI/pythia-70m	521	▁his	LATIN
EleutherAI/pythia-70m	522	ap	LATIN
EleutherAI/pythia-70m	523	▁cont	LATIN
EleutherAI/pythia-70m	524	====	S
EleutherAI/pythia-70m	525	ign	LATIN
EleutherAI/pythia-70m	526	orm	LATIN
EleutherAI/pythia-70m	527	ind	LATIN
EleutherAI/pythia-70m	528	ous	LATIN
EleutherAI/pythia-70m	529	oug	LATIN
EleutherAI/pythia-70m	530	▁U	Z
EleutherAI/pythia-70m	531	one	LATIN
EleutherAI/pythia-70m	532	ip	LATIN
EleutherAI/pythia-70m	533	▁but	LATIN
EleutherAI/pythia-70m	534	▁which	LATIN
EleutherAI/pythia-70m	535	\n\n	C
EleutherAI/pythia-70m	536	ok	LATIN
EleutherAI/pythia-70m	537	..	P
EleutherAI/pythia-70m	538	ub	LATIN
EleutherAI/pythia-70m	539	ition	LATIN
EleutherAI/pythia-70m	540	▁int	LATIN
EleutherAI/pythia-70m	541	▁�	Z
EleutherAI/pythia-70m	542	▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁	Z
EleutherAI/pythia-70m	543	ong	LATIN
EleutherAI/pythia-70m	544	▁[	Z
EleutherAI/pythia-70m	545	ph	LATIN
EleutherAI/pythia-70m	546	▁en	LATIN
EleutherAI/pythia-70m	547	ice	LATIN
EleutherAI/pythia-70m	548	▁wor	LATIN
EleutherAI/pythia-70m	549	▁ar	LATIN
EleutherAI/pythia-70m	550	cc	LATIN
EleutherAI/pythia-70m	551	▁{	Z
EleutherAI/pythia-70m	552	ary	LATIN
EleutherAI/pythia-70m	553	ime	LATIN
EleutherAI/pythia-70m	554	ep	LATIN
EleutherAI/pythia-70m	555	ty	LATIN
EleutherAI/pythia-70m	556	▁has	LATIN
EleutherAI/pythia-70m	557	▁dis	LATIN
EleutherAI/pythia-70m	558	);	P
EleutherAI/pythia-70m	559	▁+	Z
EleutherAI/pythia-70m	560	ress	LATIN
EleutherAI/pythia-70m	561	ens	LATIN
EleutherAI/pythia-70m	562	▁out	LATIN
EleutherAI/pythia-70m	563	du	LATIN
EleutherAI/pythia-70m	564	▁go	LATIN
EleutherAI/pythia-70m	565	int	LATIN
EleutherAI/pythia-70m	566	ence	LATIN
EleutherAI/pythia-70m	567	ff	LATIN
EleutherAI/pythia-70m	568	"="""	S
EleutherAI/pythia-70m	569	ations	LATIN
EleutherAI/pythia-70m	570	ne	LATIN
EleutherAI/pythia-70m	571	ia	LATIN
EleutherAI/pythia-70m	572	▁qu	LATIN
EleutherAI/pythia-70m	573	----------------	P
EleutherAI/pythia-70m	574	▁had	LATIN
EleutherAI/pythia-70m	575	 	Z
EleutherAI/pythia-70m	576	\n▁▁▁▁▁▁▁▁	Z
EleutherAI/pythia-70m	577	▁4	Z
EleutherAI/pythia-70m	578	_{	P
EleutherAI/pythia-70m	579	ru	LATIN
EleutherAI/pythia-70m	580	av	LATIN
EleutherAI/pythia-70m	581	▁one	LATIN
EleutherAI/pythia-70m	582	),	P
EleutherAI/pythia-70m	583	ose	LATIN
EleutherAI/pythia-70m	584	ace	LATIN
EleutherAI/pythia-70m	585	con	LATIN
EleutherAI/pythia-70m	586	\n▁	C
EleutherAI/pythia-70m	587	ile	LATIN
EleutherAI/pythia-70m	588	▁will	LATIN
EleutherAI/pythia-70m	589	ber	LATIN
EleutherAI/pythia-70m	590	ory	LATIN
EleutherAI/pythia-70m	591	▁per	LATIN
EleutherAI/pythia-70m	592	ents	LATIN
EleutherAI/pythia-70m	593	ance	LATIN
EleutherAI/pythia-70m	594	▁so	LATIN
EleutherAI/pythia-70m	595	ally	LATIN
EleutherAI/pythia-70m	596	▁Th	LATIN
EleutherAI/pythia-70m	597	▁they	LATIN
EleutherAI/pythia-70m	598	▁up	LATIN
EleutherAI/pythia-70m	599	}}	P
EleutherAI/pythia-70m	600	ely	LATIN
EleutherAI/pythia-70m	601	so	LATIN
EleutherAI/pythia-70m	602	ough	LATIN
EleutherAI/pythia-70m	603	ire	LATIN
EleutherAI/pythia-70m	604	▁if	LATIN
EleutherAI/pythia-70m	605	//	P
EleutherAI/pythia-70m	606	ang	LATIN
EleutherAI/pythia-70m	607	ach	LATIN
EleutherAI/pythia-70m	608	▁5	Z
EleutherAI/pythia-70m	609	are	LATIN
EleutherAI/pythia-70m	610	ry	LATIN
EleutherAI/pythia-70m	611	▁K	Z
EleutherAI/pythia-70m	612	▁ev	LATIN
EleutherAI/pythia-70m	613	ear	LATIN
EleutherAI/pythia-70m	614	ite	LATIN
EleutherAI/pythia-70m	615	de	LATIN
EleutherAI/pythia-70m	616	▁their	LATIN
EleutherAI/pythia-70m	617	▁her	LATIN
EleutherAI/pythia-70m	618	▁sa	LATIN
EleutherAI/pythia-70m	619	▁my	LATIN
EleutherAI/pythia-70m	620	ll	LATIN
EleutherAI/pythia-70m	621	ions	LATIN
EleutherAI/pythia-70m	622	▁app	LATIN
EleutherAI/pythia-70m	623	\t\t	C
EleutherAI/pythia-70m	624	rent	LATIN
EleutherAI/pythia-70m	625	▁more	LATIN
EleutherAI/pythia-70m	626	't	P
EleutherAI/pythia-70m	627	▁there	LATIN
EleutherAI/pythia-70m	628	own	LATIN
EleutherAI/pythia-70m	629	▁part	LATIN
EleutherAI/pythia-70m	630	form	LATIN
EleutherAI/pythia-70m	631	port	LATIN
EleutherAI/pythia-70m	632	▁li	LATIN
EleutherAI/pythia-70m	633	xt	LATIN
EleutherAI/pythia-70m	634	▁your	LATIN
EleutherAI/pythia-70m	635	very	LATIN
EleutherAI/pythia-70m	636	ord	LATIN
EleutherAI/pythia-70m	637	▁man	LATIN
EleutherAI/pythia-70m	638	▁pre	LATIN
EleutherAI/pythia-70m	639	▁ag	LATIN
EleutherAI/pythia-70m	640	ake	LATIN
EleutherAI/pythia-70m	641	ors	LATIN
EleutherAI/pythia-70m	642	▁no	LATIN
EleutherAI/pythia-70m	643	▁other	LATIN
EleutherAI/pythia-70m	644	▁been	LATIN
EleutherAI/pythia-70m	645	ook	LATIN
EleutherAI/pythia-70m	646	ect	LATIN
EleutherAI/pythia-70m	647	ail	LATIN
EleutherAI/pythia-70m	648	\n▁▁▁▁▁▁▁	Z
EleutherAI/pythia-70m	649	ft	LATIN
EleutherAI/pythia-70m	650	▁gr	LATIN
EleutherAI/pythia-70m	651	▁would	LATIN
EleutherAI/pythia-70m	652	vel	LATIN
EleutherAI/pythia-70m	653	▁sp	LATIN
EleutherAI/pythia-70m	654	▁<	Z
EleutherAI/pythia-70m	655	▁19	N
EleutherAI/pythia-70m	656	ys	LATIN
EleutherAI/pythia-70m	657	▁V	Z
EleutherAI/pythia-70m	658	ree	LATIN
EleutherAI/pythia-70m	659	▁St	LATIN
EleutherAI/pythia-70m	660	▁sc	LATIN
EleutherAI/pythia-70m	661	ks	LATIN
EleutherAI/pythia-70m	662	urn	LATIN
EleutherAI/pythia-70m	663	lic	LATIN
EleutherAI/pythia-70m	664	we	LATIN
EleutherAI/pythia-70m	665	▁who	LATIN
EleutherAI/pythia-70m	666	aus	LATIN
EleutherAI/pythia-70m	667	▁any	LATIN
EleutherAI/pythia-70m	668	”	P
EleutherAI/pythia-70m	669	▁$\	Z
EleutherAI/pythia-70m	670	▁about	LATIN
EleutherAI/pythia-70m	671	▁also	LATIN
EleutherAI/pythia-70m	672	▁when	LATIN
EleutherAI/pythia-70m	673	▁time	LATIN
EleutherAI/pythia-70m	674	▁▁▁▁▁	Z
EleutherAI/pythia-70m	675	reat	LATIN
EleutherAI/pythia-70m	676	low	LATIN
EleutherAI/pythia-70m	677	erv	LATIN
EleutherAI/pythia-70m	678	eth	LATIN
EleutherAI/pythia-70m	679	math	LATIN
EleutherAI/pythia-70m	680	wo	LATIN
EleutherAI/pythia-70m	681	com	LATIN
EleutherAI/pythia-70m	682	ata	LATIN
EleutherAI/pythia-70m	683	[@	P
EleutherAI/pythia-70m	684	ates	LATIN
EleutherAI/pythia-70m	685	▁than	LATIN
EleutherAI/pythia-70m	686	▁'	Z
EleutherAI/pythia-70m	687	▁ro	LATIN
EleutherAI/pythia-70m	688	In	LATIN
EleutherAI/pythia-70m	689	▁over	LATIN
EleutherAI/pythia-70m	690	▁some	LATIN
EleutherAI/pythia-70m	691	▁ob	LATIN
EleutherAI/pythia-70m	692	ific	LATIN
EleutherAI/pythia-70m	693	erm	LATIN
EleutherAI/pythia-70m	694	▁kn	LATIN
EleutherAI/pythia-70m	695	ric	LATIN
EleutherAI/pythia-70m	696	\]	P
EleutherAI/pythia-70m	697	▁its	LATIN
EleutherAI/pythia-70m	698	ays	LATIN
EleutherAI/pythia-70m	699	fter	LATIN
EleutherAI/pythia-70m	700	hat	LATIN
EleutherAI/pythia-70m	701	▁bet	LATIN
EleutherAI/pythia-70m	702	ount	LATIN
EleutherAI/pythia-70m	703	▁she	LATIN
EleutherAI/pythia-70m	704	▁fe	LATIN
EleutherAI/pythia-70m	705	▁spe	LATIN
EleutherAI/pythia-70m	706	ob	LATIN
EleutherAI/pythia-70m	707	ces	LATIN
EleutherAI/pythia-70m	708	▁&	Z
EleutherAI/pythia-70m	709	ref	LATIN
EleutherAI/pythia-70m	710	ove	LATIN
EleutherAI/pythia-70m	711	▁des	LATIN
EleutherAI/pythia-70m	712	irst	LATIN
EleutherAI/pythia-70m	713	ple	LATIN
EleutherAI/pythia-70m	714	▁Y	Z
EleutherAI/pythia-70m	715	▁into	LATIN
EleutherAI/pythia-70m	716	▁te	LATIN
EleutherAI/pythia-70m	717	▁am	LATIN
EleutherAI/pythia-70m	718	▁ass	LATIN
EleutherAI/pythia-70m	719	cre	LATIN
EleutherAI/pythia-70m	720	ject	LATIN
EleutherAI/pythia-70m	721	▁6	Z
EleutherAI/pythia-70m	722	▁dif	LATIN
EleutherAI/pythia-70m	723	ings	LATIN
EleutherAI/pythia-70m	724	}$	P
EleutherAI/pythia-70m	725	rib	LATIN
EleutherAI/pythia-70m	726	▁sy	LATIN
EleutherAI/pythia-70m	727	ater	LATIN
EleutherAI/pythia-70m	728	ied	LATIN
EleutherAI/pythia-70m	729	ov	LATIN
EleutherAI/pythia-70m	730	▁gen	LATIN
EleutherAI/pythia-70m	731	▁them	LATIN
EleutherAI/pythia-70m	732	lect	LATIN
EleutherAI/pythia-70m	733	▁It	LATIN
EleutherAI/pythia-70m	734	▁inter	LATIN
EleutherAI/pythia-70m	735	vers	LATIN
EleutherAI/pythia-70m	736	row	LATIN
EleutherAI/pythia-70m	737	gr	LATIN
EleutherAI/pythia-70m	738	fect	LATIN
EleutherAI/pythia-70m	739	iss	LATIN
EleutherAI/pythia-70m	740	10	N
EleutherAI/pythia-70m	741	clud	LATIN
EleutherAI/pythia-70m	742	hed	LATIN
EleutherAI/pythia-70m	743	▁An	LATIN
EleutherAI/pythia-70m	744	old	LATIN
EleutherAI/pythia-70m	745	▁off	LATIN
EleutherAI/pythia-70m	746	19	N
EleutherAI/pythia-70m	747	▁new	LATIN
EleutherAI/pythia-70m	748	▁}	Z
EleutherAI/pythia-70m	749	▁sub	LATIN
EleutherAI/pythia-70m	750	ink	LATIN
EleutherAI/pythia-70m	751	▁like	LATIN
EleutherAI/pythia-70m	752	▁what	LATIN
EleutherAI/pythia-70m	753	▁said	LATIN
EleutherAI/pythia-70m	754	▁He	LATIN
EleutherAI/pythia-70m	755	▁get	LATIN
EleutherAI/pythia-70m	756	▁acc	LATIN
EleutherAI/pythia-70m	757	ian	LATIN
EleutherAI/pythia-70m	758	ced	LATIN
EleutherAI/pythia-70m	759	▁pe	LATIN
EleutherAI/pythia-70m	760	▁only	LATIN
EleutherAI/pythia-70m	761	▁rec	LATIN
EleutherAI/pythia-70m	762	▁under	LATIN
EleutherAI/pythia-70m	763	ish	LATIN
EleutherAI/pythia-70m	764	▁comm	LATIN
EleutherAI/pythia-70m	765	�	S
EleutherAI/pythia-70m	766	ause	LATIN
EleutherAI/pythia-70m	767	▁two	LATIN
